txn_id,txn_date,rail,mcc,currency,local_amount,fx_rate,gross_usd,expected_interchange,expected_scheme_fee,expected_net
TXN048863,2026-06-13,card_present_credit,5912 Pharmacy,USD,146.37,1.0,146.37,2.52,0.2,143.65
TXN048864,2026-06-05,cross_border,5411 Grocery,GBP,334.81,1.278,427.89,9.3,4.71,413.88
TXN048865,2026-06-07,cross_border,5411 Grocery,GBP,61.49,1.278,78.58,1.79,0.86,75.93
TXN048866,2026-06-10,cross_border,5999 Retail,EUR,567.7,1.082,614.25,13.31,6.76,594.18
TXN048867,2026-06-05,ecom_credit,5541 Fuel,USD,241.79,1.0,241.79,4.81,0.34,236.64
TXN048868,2026-06-12,card_present_credit,4899 Streaming,USD,324.72,1.0,324.72,5.46,0.45,318.81
TXN048869,2026-06-14,card_present_credit,5732 Electronics,USD,77.93,1.0,77.93,1.39,0.11,76.43
TXN048870,2026-06-09,card_present_credit,5999 Retail,USD,412.29,1.0,412.29,6.9,0.58,404.81
TXN048871,2026-06-12,ecom_credit,7011 Lodging,USD,132.43,1.0,132.43,2.68,0.19,129.56
TXN048872,2026-06-09,card_present_debit,5732 Electronics,USD,157.04,1.0,157.04,1.86,0.2,154.98
TXN048873,2026-06-11,ecom_credit,5812 Restaurants,USD,373.86,1.0,373.86,7.39,0.52,365.95
TXN048874,2026-06-03,card_present_credit,5541 Fuel,USD,59.0,1.0,59.0,1.07,0.08,57.85
TXN048875,2026-06-02,card_present_debit,5541 Fuel,USD,148.1,1.0,148.1,1.77,0.19,146.14
TXN048876,2026-06-08,cross_border,5912 Pharmacy,MXN,3821.4,0.0542,207.12,4.55,2.28,200.29
TXN048877,2026-06-08,ecom_debit,5812 Restaurants,USD,85.52,1.0,85.52,1.42,0.11,83.99
TXN048878,2026-06-05,card_present_credit,5812 Restaurants,USD,292.53,1.0,292.53,4.93,0.41,287.19
TXN048879,2026-06-09,card_present_debit,5732 Electronics,USD,17.32,1.0,17.32,0.39,0.02,16.91
TXN048880,2026-06-03,card_present_debit,5812 Restaurants,USD,124.08,1.0,124.08,1.51,0.16,122.41
TXN048881,2026-06-11,cross_border,4121 Rideshare,GBP,477.97,1.278,610.84,13.23,6.72,590.89
TXN048882,2026-06-01,cross_border,5999 Retail,JPY,38374.41,0.00641,245.98,5.39,2.71,237.88
TXN048883,2026-06-04,card_present_credit,4121 Rideshare,USD,45.51,1.0,45.51,0.85,0.06,44.6
TXN048884,2026-06-10,ecom_debit,4121 Rideshare,USD,88.58,1.0,88.58,1.46,0.12,87.0
TXN048885,2026-06-12,card_present_debit,5732 Electronics,USD,151.39,1.0,151.39,1.8,0.2,149.39
TXN048886,2026-06-14,card_present_credit,5912 Pharmacy,USD,85.9,1.0,85.9,1.52,0.12,84.26
TXN048887,2026-06-04,card_present_credit,4121 Rideshare,USD,209.58,1.0,209.58,3.56,0.29,205.73
TXN048888,2026-06-09,ecom_credit,5732 Electronics,USD,294.04,1.0,294.04,5.83,0.41,287.8
TXN048889,2026-06-14,card_present_credit,5814 Fast Food,USD,45.59,1.0,45.59,0.85,0.06,44.68
TXN048890,2026-06-10,card_present_debit,5812 Restaurants,USD,23.05,1.0,23.05,0.45,0.03,22.57
TXN048891,2026-06-09,card_present_credit,5541 Fuel,USD,387.68,1.0,387.68,6.5,0.54,380.64
TXN048892,2026-06-07,card_present_credit,4899 Streaming,USD,282.42,1.0,282.42,4.76,0.4,277.26
TXN048893,2026-06-11,card_present_credit,5812 Restaurants,USD,222.64,1.0,222.64,3.77,0.31,218.56
TXN048894,2026-06-06,ecom_credit,5541 Fuel,USD,23.36,1.0,23.36,0.56,0.03,22.77
TXN048895,2026-06-01,ecom_credit,5814 Fast Food,USD,135.61,1.0,135.61,2.74,0.19,132.68
TXN048896,2026-06-01,card_present_credit,4899 Streaming,USD,41.75,1.0,41.75,0.79,0.06,40.9
TXN048897,2026-06-03,card_present_debit,5732 Electronics,USD,114.49,1.0,114.49,1.41,0.15,112.93
TXN048898,2026-06-02,ecom_credit,4899 Streaming,USD,374.86,1.0,374.86,7.41,0.52,366.93
TXN048899,2026-06-08,card_present_debit,5814 Fast Food,USD,199.7,1.0,199.7,2.31,0.26,197.13
TXN048900,2026-06-05,card_present_credit,5814 Fast Food,USD,472.38,1.0,472.38,7.89,0.66,463.83
TXN048901,2026-06-14,card_present_credit,4121 Rideshare,USD,8.48,1.0,8.48,0.24,0.01,8.23
TXN048902,2026-06-13,card_present_credit,5411 Grocery,USD,238.51,1.0,238.51,4.04,0.33,234.14
TXN048903,2026-06-10,card_present_debit,5814 Fast Food,USD,67.79,1.0,67.79,0.92,0.09,66.78
TXN048904,2026-06-13,card_present_debit,5732 Electronics,USD,213.75,1.0,213.75,2.45,0.28,211.02
TXN048905,2026-06-09,ecom_credit,7011 Lodging,USD,303.75,1.0,303.75,6.02,0.43,297.3
TXN048906,2026-06-03,card_present_debit,7011 Lodging,USD,166.62,1.0,166.62,1.96,0.22,164.44
TXN048907,2026-06-11,card_present_debit,4899 Streaming,USD,72.31,1.0,72.31,0.97,0.09,71.25
TXN048908,2026-06-06,card_present_debit,5411 Grocery,USD,116.72,1.0,116.72,1.44,0.15,115.13
TXN048909,2026-06-03,card_present_credit,5999 Retail,USD,79.7,1.0,79.7,1.42,0.11,78.17
TXN048910,2026-06-11,card_present_credit,5411 Grocery,USD,294.98,1.0,294.98,4.97,0.41,289.6
TXN048911,2026-06-03,card_present_debit,7011 Lodging,USD,173.5,1.0,173.5,2.03,0.23,171.24
TXN048912,2026-06-06,card_present_debit,5541 Fuel,USD,130.45,1.0,130.45,1.58,0.17,128.7
TXN048913,2026-06-10,ecom_credit,5411 Grocery,USD,312.92,1.0,312.92,6.2,0.44,306.28
TXN048914,2026-06-10,ecom_credit,5912 Pharmacy,USD,152.21,1.0,152.21,3.07,0.21,148.93
TXN048915,2026-06-05,card_present_debit,4121 Rideshare,USD,168.33,1.0,168.33,1.98,0.22,166.13
TXN048916,2026-06-11,ecom_debit,5812 Restaurants,USD,51.89,1.0,51.89,0.95,0.07,50.87
TXN048917,2026-06-12,cross_border,5912 Pharmacy,MXN,8741.51,0.0542,473.79,10.29,5.21,458.29
TXN048918,2026-06-11,ecom_credit,4899 Streaming,USD,48.81,1.0,48.81,1.05,0.07,47.69
TXN048919,2026-06-08,ecom_credit,5912 Pharmacy,USD,516.36,1.0,516.36,10.17,0.72,505.47
TXN048920,2026-06-08,ecom_credit,5732 Electronics,USD,152.13,1.0,152.13,3.07,0.21,148.85
TXN048921,2026-06-01,ecom_credit,5912 Pharmacy,USD,609.64,1.0,609.64,11.99,0.85,596.8
TXN048922,2026-06-05,ecom_credit,5732 Electronics,USD,70.64,1.0,70.64,1.48,0.1,69.06
TXN048923,2026-06-01,card_present_credit,5812 Restaurants,USD,285.94,1.0,285.94,4.82,0.4,280.72
TXN048924,2026-06-07,card_present_debit,5411 Grocery,USD,120.62,1.0,120.62,1.48,0.16,118.98
TXN048925,2026-06-09,ecom_credit,5912 Pharmacy,USD,481.56,1.0,481.56,9.49,0.67,471.4
TXN048926,2026-06-03,card_present_debit,5541 Fuel,USD,98.79,1.0,98.79,1.25,0.13,97.41
TXN048927,2026-06-14,ecom_credit,5814 Fast Food,USD,327.88,1.0,327.88,6.49,0.46,320.93
TXN048928,2026-06-05,ecom_credit,5999 Retail,USD,78.73,1.0,78.73,1.64,0.11,76.98
TXN048929,2026-06-08,ecom_credit,5912 Pharmacy,USD,211.87,1.0,211.87,4.23,0.3,207.34
TXN048930,2026-06-10,card_present_debit,7011 Lodging,USD,198.97,1.0,198.97,2.3,0.26,196.41
TXN048931,2026-06-07,ecom_credit,5411 Grocery,USD,529.3,1.0,529.3,10.42,0.74,518.14
TXN048932,2026-06-10,card_present_debit,4899 Streaming,USD,54.6,1.0,54.6,0.78,0.07,53.75
TXN048933,2026-06-06,ecom_credit,4121 Rideshare,USD,277.81,1.0,277.81,5.52,0.39,271.9
TXN048934,2026-06-01,card_present_debit,7011 Lodging,USD,178.02,1.0,178.02,2.08,0.23,175.71
TXN048935,2026-06-14,ecom_credit,5541 Fuel,USD,428.61,1.0,428.61,8.46,0.6,419.55
TXN048936,2026-06-03,ecom_credit,7011 Lodging,USD,155.02,1.0,155.02,3.12,0.22,151.68
TXN048937,2026-06-03,card_present_debit,4121 Rideshare,USD,204.48,1.0,204.48,2.36,0.27,201.85
TXN048938,2026-06-06,card_present_debit,7011 Lodging,USD,57.14,1.0,57.14,0.81,0.07,56.26
TXN048939,2026-06-01,ecom_credit,5814 Fast Food,USD,532.71,1.0,532.71,10.49,0.75,521.47
TXN048940,2026-06-14,card_present_debit,4899 Streaming,USD,164.4,1.0,164.4,1.94,0.21,162.25
TXN048941,2026-06-04,card_present_debit,5411 Grocery,USD,203.22,1.0,203.22,2.34,0.26,200.62
TXN048942,2026-06-05,card_present_debit,5912 Pharmacy,USD,36.35,1.0,36.35,0.59,0.05,35.71
TXN048943,2026-06-01,ecom_credit,5732 Electronics,USD,179.7,1.0,179.7,3.6,0.25,175.85
TXN048944,2026-06-14,card_present_debit,5411 Grocery,USD,199.2,1.0,199.2,2.3,0.26,196.64
TXN048945,2026-06-09,card_present_credit,5814 Fast Food,USD,326.18,1.0,326.18,5.48,0.46,320.24
TXN048946,2026-06-04,cross_border,7011 Lodging,GBP,474.02,1.278,605.8,13.12,6.66,586.02
TXN048947,2026-06-05,card_present_debit,4899 Streaming,USD,98.52,1.0,98.52,1.24,0.13,97.15
TXN048948,2026-06-14,card_present_credit,5541 Fuel,USD,48.19,1.0,48.19,0.9,0.07,47.22
TXN048949,2026-06-03,card_present_debit,5541 Fuel,USD,171.83,1.0,171.83,2.01,0.22,169.6
TXN048950,2026-06-04,card_present_debit,4899 Streaming,USD,151.25,1.0,151.25,1.8,0.2,149.25
TXN048951,2026-06-07,card_present_debit,4121 Rideshare,USD,53.18,1.0,53.18,0.77,0.07,52.34
TXN048952,2026-06-12,card_present_credit,5812 Restaurants,USD,22.8,1.0,22.8,0.48,0.03,22.29
TXN048953,2026-06-02,ecom_credit,5541 Fuel,USD,430.75,1.0,430.75,8.5,0.6,421.65
TXN048954,2026-06-08,ecom_credit,4899 Streaming,USD,135.9,1.0,135.9,2.75,0.19,132.96
TXN048955,2026-06-13,ecom_credit,5541 Fuel,USD,489.27,1.0,489.27,9.64,0.68,478.95
TXN048956,2026-06-01,card_present_debit,5814 Fast Food,USD,94.34,1.0,94.34,1.2,0.12,93.02
TXN048957,2026-06-11,card_present_debit,5732 Electronics,USD,121.95,1.0,121.95,1.49,0.16,120.3
TXN048958,2026-06-13,ecom_credit,5912 Pharmacy,USD,187.66,1.0,187.66,3.76,0.26,183.64
TXN048959,2026-06-01,card_present_credit,4899 Streaming,USD,433.96,1.0,433.96,7.26,0.61,426.09
TXN048960,2026-06-07,cross_border,4121 Rideshare,GBP,306.42,1.278,391.6,8.52,4.31,378.77
TXN048961,2026-06-08,card_present_debit,5814 Fast Food,USD,103.19,1.0,103.19,1.29,0.13,101.77
TXN048962,2026-06-04,card_present_debit,4899 Streaming,USD,18.03,1.0,18.03,0.4,0.02,17.61
TXN048963,2026-06-03,ecom_debit,5411 Grocery,USD,139.82,1.0,139.82,2.18,0.18,137.46
TXN048964,2026-06-01,card_present_debit,5812 Restaurants,USD,198.76,1.0,198.76,2.3,0.26,196.2
TXN048965,2026-06-10,card_present_debit,5999 Retail,USD,26.6,1.0,26.6,0.49,0.03,26.08
TXN048966,2026-06-06,ecom_debit,7011 Lodging,USD,276.44,1.0,276.44,4.09,0.36,271.99
TXN048967,2026-06-04,ecom_credit,5814 Fast Food,USD,153.61,1.0,153.61,3.1,0.22,150.29
TXN048968,2026-06-12,ecom_credit,5812 Restaurants,USD,284.24,1.0,284.24,5.64,0.4,278.2
TXN048969,2026-06-06,ecom_credit,4899 Streaming,USD,471.58,1.0,471.58,9.3,0.66,461.62
TXN048970,2026-06-10,ecom_debit,4899 Streaming,USD,234.08,1.0,234.08,3.5,0.3,230.28
TXN048971,2026-06-10,card_present_credit,5912 Pharmacy,USD,475.41,1.0,475.41,7.94,0.67,466.8
TXN048972,2026-06-04,card_present_credit,5814 Fast Food,USD,160.86,1.0,160.86,2.75,0.23,157.88
TXN048973,2026-06-02,card_present_debit,4121 Rideshare,USD,39.02,1.0,39.02,0.62,0.05,38.35
TXN048974,2026-06-07,ecom_credit,5541 Fuel,USD,257.75,1.0,257.75,5.13,0.36,252.26
TXN048975,2026-06-03,card_present_credit,5541 Fuel,USD,66.49,1.0,66.49,1.2,0.09,65.2
TXN048976,2026-06-01,ecom_credit,5912 Pharmacy,USD,382.96,1.0,382.96,7.57,0.54,374.85
TXN048977,2026-06-04,card_present_debit,5541 Fuel,USD,93.78,1.0,93.78,1.19,0.12,92.47
TXN048978,2026-06-06,card_present_debit,5541 Fuel,USD,155.13,1.0,155.13,1.84,0.2,153.09
TXN048979,2026-06-12,card_present_debit,5732 Electronics,USD,152.27,1.0,152.27,1.81,0.2,150.26
TXN048980,2026-06-13,card_present_debit,5912 Pharmacy,USD,44.25,1.0,44.25,0.67,0.06,43.52
TXN048981,2026-06-08,cross_border,5812 Restaurants,MXN,11347.05,0.0542,615.01,13.32,6.77,594.92
TXN048982,2026-06-04,card_present_debit,5814 Fast Food,USD,5.24,1.0,5.24,0.27,0.01,4.96
TXN048983,2026-06-04,card_present_credit,5814 Fast Food,USD,338.31,1.0,338.31,5.68,0.47,332.16
TXN048984,2026-06-03,card_present_credit,5999 Retail,USD,377.52,1.0,377.52,6.33,0.53,370.66
TXN048985,2026-06-02,card_present_debit,5812 Restaurants,USD,79.83,1.0,79.83,1.05,0.1,78.68
TXN048986,2026-06-14,card_present_credit,5541 Fuel,USD,32.62,1.0,32.62,0.64,0.05,31.93
TXN048987,2026-06-01,ecom_credit,4121 Rideshare,USD,105.48,1.0,105.48,2.16,0.15,103.17
TXN048988,2026-06-12,card_present_debit,5732 Electronics,USD,167.19,1.0,167.19,1.97,0.22,165.0
TXN048989,2026-06-14,ecom_credit,5411 Grocery,USD,82.31,1.0,82.31,1.71,0.12,80.48
TXN048990,2026-06-04,card_present_debit,5541 Fuel,USD,219.79,1.0,219.79,2.52,0.29,216.98
TXN048991,2026-06-05,cross_border,4121 Rideshare,MXN,2551.11,0.0542,138.27,3.07,1.52,133.68
TXN048992,2026-06-02,card_present_credit,5812 Restaurants,USD,22.2,1.0,22.2,0.47,0.03,21.7
TXN048993,2026-06-07,ecom_debit,7011 Lodging,USD,19.45,1.0,19.45,0.49,0.03,18.93
TXN048994,2026-06-01,cross_border,5732 Electronics,JPY,115049.92,0.00641,737.47,15.96,8.11,713.4
TXN048995,2026-06-08,ecom_debit,5812 Restaurants,USD,166.09,1.0,166.09,2.55,0.22,163.32
TXN048996,2026-06-10,card_present_credit,5732 Electronics,USD,376.38,1.0,376.38,6.31,0.53,369.54
TXN048997,2026-06-07,cross_border,5732 Electronics,EUR,825.45,1.082,893.14,19.3,9.82,864.02
TXN048998,2026-06-14,card_present_debit,5411 Grocery,USD,178.85,1.0,178.85,2.09,0.23,176.53
TXN048999,2026-06-02,card_present_debit,5999 Retail,USD,34.96,1.0,34.96,0.58,0.05,34.33
TXN049000,2026-06-06,ecom_debit,5541 Fuel,USD,130.56,1.0,130.56,2.05,0.17,128.34
TXN049001,2026-06-08,card_present_credit,5812 Restaurants,USD,158.73,1.0,158.73,2.72,0.22,155.79
TXN049002,2026-06-07,card_present_debit,7011 Lodging,USD,213.52,1.0,213.52,2.45,0.28,210.79
TXN049003,2026-06-01,card_present_credit,5541 Fuel,USD,124.58,1.0,124.58,2.16,0.17,122.25
TXN049004,2026-06-12,card_present_debit,4899 Streaming,USD,6.17,1.0,6.17,0.27,0.01,5.89
TXN049005,2026-06-05,card_present_debit,4899 Streaming,USD,151.38,1.0,151.38,1.8,0.2,149.38
TXN049006,2026-06-09,ecom_debit,5541 Fuel,USD,112.46,1.0,112.46,1.79,0.15,110.52
TXN049007,2026-06-13,card_present_debit,5812 Restaurants,USD,173.4,1.0,173.4,2.03,0.23,171.14
TXN049008,2026-06-08,card_present_credit,5912 Pharmacy,USD,158.98,1.0,158.98,2.72,0.22,156.04
TXN049009,2026-06-11,card_present_debit,5999 Retail,USD,58.07,1.0,58.07,0.82,0.08,57.17
TXN049010,2026-06-10,card_present_credit,4121 Rideshare,USD,178.27,1.0,178.27,3.04,0.25,174.98
TXN049011,2026-06-03,cross_border,5411 Grocery,MXN,4604.8,0.0542,249.58,5.47,2.75,241.36
TXN049012,2026-06-04,cross_border,4899 Streaming,CAD,795.34,0.731,581.39,12.6,6.4,562.39
TXN049013,2026-06-04,card_present_credit,5814 Fast Food,USD,281.12,1.0,281.12,4.74,0.39,275.99
TXN049014,2026-06-04,card_present_debit,5732 Electronics,USD,72.25,1.0,72.25,0.97,0.09,71.19
TXN049015,2026-06-14,card_present_credit,7011 Lodging,USD,24.76,1.0,24.76,0.51,0.03,24.22
TXN049016,2026-06-03,ecom_debit,5912 Pharmacy,USD,259.92,1.0,259.92,3.86,0.34,255.72
TXN049017,2026-06-04,card_present_credit,5812 Restaurants,USD,353.94,1.0,353.94,5.94,0.5,347.5
TXN049018,2026-06-05,card_present_debit,5812 Restaurants,USD,216.7,1.0,216.7,2.49,0.28,213.93
TXN049019,2026-06-14,card_present_credit,7011 Lodging,USD,136.91,1.0,136.91,2.36,0.19,134.36
TXN049020,2026-06-12,card_present_debit,5999 Retail,USD,89.82,1.0,89.82,1.15,0.12,88.55
TXN049021,2026-06-02,ecom_credit,7011 Lodging,USD,601.04,1.0,601.04,11.82,0.84,588.38
TXN049022,2026-06-11,card_present_credit,5411 Grocery,USD,475.3,1.0,475.3,7.94,0.67,466.69
TXN049023,2026-06-11,ecom_debit,5999 Retail,USD,212.25,1.0,212.25,3.19,0.28,208.78
TXN049024,2026-06-05,card_present_credit,5814 Fast Food,USD,175.56,1.0,175.56,3.0,0.25,172.31
TXN049025,2026-06-10,ecom_debit,7011 Lodging,USD,59.45,1.0,59.45,1.05,0.08,58.32
TXN049026,2026-06-07,ecom_debit,5912 Pharmacy,USD,263.74,1.0,263.74,3.91,0.34,259.49
TXN049027,2026-06-02,ecom_credit,5812 Restaurants,USD,542.57,1.0,542.57,10.68,0.76,531.13
TXN049028,2026-06-05,ecom_credit,4121 Rideshare,USD,528.2,1.0,528.2,10.4,0.74,517.06
TXN049029,2026-06-10,card_present_debit,4899 Streaming,USD,161.56,1.0,161.56,1.91,0.21,159.44
TXN049030,2026-06-08,card_present_credit,7011 Lodging,USD,191.66,1.0,191.66,3.26,0.27,188.13
TXN049031,2026-06-06,card_present_credit,4899 Streaming,USD,291.92,1.0,291.92,4.92,0.41,286.59
TXN049032,2026-06-13,card_present_debit,5912 Pharmacy,USD,215.82,1.0,215.82,2.48,0.28,213.06
TXN049033,2026-06-07,card_present_credit,5541 Fuel,USD,418.88,1.0,418.88,7.01,0.59,411.28
TXN049034,2026-06-10,card_present_debit,5732 Electronics,USD,190.22,1.0,190.22,2.21,0.25,187.76
TXN049035,2026-06-02,card_present_credit,5732 Electronics,USD,367.47,1.0,367.47,6.16,0.51,360.8
TXN049036,2026-06-14,ecom_credit,5814 Fast Food,USD,287.8,1.0,287.8,5.71,0.4,281.69
TXN049037,2026-06-09,card_present_debit,5999 Retail,USD,77.3,1.0,77.3,1.02,0.1,76.18
TXN049038,2026-06-02,card_present_debit,5812 Restaurants,USD,98.72,1.0,98.72,1.25,0.13,97.34
TXN049039,2026-06-13,card_present_debit,5999 Retail,USD,175.74,1.0,175.74,2.06,0.23,173.45
TXN049040,2026-06-12,cross_border,5732 Electronics,GBP,22.78,1.278,29.11,0.73,0.32,28.06
TXN049041,2026-06-14,card_present_debit,5541 Fuel,USD,86.36,1.0,86.36,1.12,0.11,85.13
TXN049042,2026-06-10,card_present_debit,7011 Lodging,USD,87.0,1.0,87.0,1.12,0.11,85.77
TXN049043,2026-06-01,card_present_debit,4899 Streaming,USD,88.69,1.0,88.69,1.14,0.12,87.43
TXN049044,2026-06-14,card_present_credit,7011 Lodging,USD,342.0,1.0,342.0,5.74,0.48,335.78
TXN049045,2026-06-07,ecom_credit,4899 Streaming,USD,49.93,1.0,49.93,1.07,0.07,48.79
TXN049046,2026-06-06,card_present_credit,5732 Electronics,USD,443.8,1.0,443.8,7.42,0.62,435.76
TXN049047,2026-06-14,cross_border,5732 Electronics,MXN,3188.75,0.0542,172.83,3.82,1.9,167.11
TXN049048,2026-06-06,card_present_credit,5814 Fast Food,USD,228.37,1.0,228.37,3.87,0.32,224.18
TXN049049,2026-06-01,card_present_debit,4899 Streaming,USD,20.26,1.0,20.26,0.42,0.03,19.81
TXN049050,2026-06-13,card_present_debit,4899 Streaming,USD,163.28,1.0,163.28,1.92,0.21,161.15
TXN049051,2026-06-13,card_present_debit,5912 Pharmacy,USD,161.89,1.0,161.89,1.91,0.21,159.77
TXN049052,2026-06-02,card_present_credit,4899 Streaming,USD,141.13,1.0,141.13,2.43,0.2,138.5
TXN049053,2026-06-10,card_present_debit,7011 Lodging,USD,16.43,1.0,16.43,0.38,0.02,16.03
TXN049054,2026-06-05,ecom_credit,4899 Streaming,USD,406.84,1.0,406.84,8.03,0.57,398.24
TXN049055,2026-06-10,ecom_debit,5912 Pharmacy,USD,107.51,1.0,107.51,1.73,0.14,105.64
TXN049056,2026-06-13,card_present_debit,5912 Pharmacy,USD,213.48,1.0,213.48,2.45,0.28,210.75
TXN049057,2026-06-13,ecom_credit,5411 Grocery,USD,320.96,1.0,320.96,6.36,0.45,314.15
TXN049058,2026-06-08,ecom_credit,5541 Fuel,USD,196.72,1.0,196.72,3.94,0.28,192.5
TXN049059,2026-06-14,ecom_credit,5541 Fuel,USD,156.3,1.0,156.3,3.15,0.22,152.93
TXN049060,2026-06-13,ecom_debit,5999 Retail,USD,121.87,1.0,121.87,1.93,0.16,119.78
TXN049061,2026-06-13,card_present_debit,5912 Pharmacy,USD,99.83,1.0,99.83,1.26,0.13,98.44
TXN049062,2026-06-02,card_present_credit,5732 Electronics,USD,306.21,1.0,306.21,5.15,0.43,300.63
TXN049063,2026-06-04,cross_border,7011 Lodging,MXN,9545.57,0.0542,517.37,11.22,5.69,500.46
TXN049064,2026-06-03,card_present_debit,5541 Fuel,USD,46.9,1.0,46.9,0.7,0.06,46.14
TXN049065,2026-06-03,card_present_debit,4899 Streaming,USD,177.5,1.0,177.5,2.07,0.23,175.2
TXN049066,2026-06-08,card_present_debit,4899 Streaming,USD,40.6,1.0,40.6,0.64,0.05,39.91
TXN049067,2026-06-13,card_present_credit,5411 Grocery,USD,300.7,1.0,300.7,5.06,0.42,295.22
TXN049068,2026-06-11,ecom_debit,4121 Rideshare,USD,110.12,1.0,110.12,1.76,0.14,108.22
TXN049069,2026-06-13,card_present_credit,5999 Retail,USD,352.13,1.0,352.13,5.91,0.49,345.73
TXN049070,2026-06-07,card_present_debit,5411 Grocery,USD,120.74,1.0,120.74,1.48,0.16,119.1
TXN049071,2026-06-05,card_present_debit,5812 Restaurants,USD,4.59,1.0,4.59,0.26,0.01,4.32
TXN049072,2026-06-14,card_present_debit,5812 Restaurants,USD,31.05,1.0,31.05,0.54,0.04,30.47
TXN049073,2026-06-14,card_present_debit,4899 Streaming,USD,87.49,1.0,87.49,1.13,0.11,86.25
TXN049074,2026-06-14,cross_border,4121 Rideshare,MXN,12002.03,0.0542,650.51,14.09,7.16,629.26
TXN049075,2026-06-04,ecom_credit,5411 Grocery,USD,112.3,1.0,112.3,2.29,0.16,109.85
TXN049076,2026-06-02,ecom_debit,5812 Restaurants,USD,112.86,1.0,112.86,1.8,0.15,110.91
TXN049077,2026-06-06,card_present_debit,4121 Rideshare,USD,88.83,1.0,88.83,1.14,0.12,87.57
TXN049078,2026-06-11,cross_border,5411 Grocery,JPY,89026.52,0.00641,570.66,12.37,6.28,552.01
TXN049079,2026-06-07,ecom_credit,5411 Grocery,USD,185.2,1.0,185.2,3.71,0.26,181.23
TXN049080,2026-06-14,card_present_debit,5999 Retail,USD,182.47,1.0,182.47,2.13,0.24,180.1
TXN049081,2026-06-13,card_present_credit,5732 Electronics,USD,344.26,1.0,344.26,5.78,0.48,338.0
TXN049082,2026-06-03,card_present_debit,5999 Retail,USD,207.12,1.0,207.12,2.38,0.27,204.47
TXN049083,2026-06-08,ecom_credit,5812 Restaurants,USD,241.9,1.0,241.9,4.82,0.34,236.74
TXN049084,2026-06-04,ecom_credit,4121 Rideshare,USD,141.65,1.0,141.65,2.86,0.2,138.59
TXN049085,2026-06-09,card_present_credit,4121 Rideshare,USD,227.7,1.0,227.7,3.86,0.32,223.52
TXN049086,2026-06-10,card_present_credit,5999 Retail,USD,134.08,1.0,134.08,2.31,0.19,131.58
TXN049087,2026-06-04,ecom_credit,5912 Pharmacy,USD,271.89,1.0,271.89,5.4,0.38,266.11
TXN049088,2026-06-13,card_present_debit,7011 Lodging,USD,156.39,1.0,156.39,1.85,0.2,154.34
TXN049089,2026-06-13,ecom_debit,5999 Retail,USD,121.08,1.0,121.08,1.92,0.16,119.0
TXN049090,2026-06-05,ecom_credit,5411 Grocery,USD,18.88,1.0,18.88,0.47,0.03,18.38
TXN049091,2026-06-05,card_present_credit,5814 Fast Food,USD,95.64,1.0,95.64,1.68,0.13,93.83
TXN049092,2026-06-06,card_present_credit,5732 Electronics,USD,310.37,1.0,310.37,5.22,0.43,304.72
TXN049093,2026-06-01,card_present_debit,5732 Electronics,USD,112.71,1.0,112.71,1.39,0.15,111.17
TXN049094,2026-06-06,ecom_credit,5541 Fuel,USD,404.3,1.0,404.3,7.98,0.57,395.75
TXN049095,2026-06-06,card_present_debit,5814 Fast Food,USD,184.17,1.0,184.17,2.14,0.24,181.79
TXN049096,2026-06-10,card_present_debit,5999 Retail,USD,45.77,1.0,45.77,0.69,0.06,45.02
TXN049097,2026-06-11,card_present_debit,5732 Electronics,USD,196.88,1.0,196.88,2.28,0.26,194.34
TXN049098,2026-06-10,ecom_credit,5999 Retail,USD,361.55,1.0,361.55,7.15,0.51,353.89
TXN049099,2026-06-08,cross_border,4899 Streaming,EUR,826.12,1.082,893.86,19.32,9.83,864.71
TXN049100,2026-06-03,ecom_credit,4899 Streaming,USD,102.75,1.0,102.75,2.1,0.14,100.51
TXN049101,2026-06-07,card_present_credit,5732 Electronics,USD,337.68,1.0,337.68,5.67,0.47,331.54
TXN049102,2026-06-03,ecom_debit,5812 Restaurants,USD,249.29,1.0,249.29,3.71,0.32,245.26
TXN049103,2026-06-14,ecom_credit,4899 Streaming,USD,34.19,1.0,34.19,0.77,0.05,33.37
TXN049104,2026-06-06,ecom_credit,5912 Pharmacy,USD,193.73,1.0,193.73,3.88,0.27,189.58
TXN049105,2026-06-09,card_present_debit,5812 Restaurants,USD,165.86,1.0,165.86,1.95,0.22,163.69
TXN049106,2026-06-03,card_present_debit,5814 Fast Food,USD,172.12,1.0,172.12,2.02,0.22,169.88
TXN049107,2026-06-08,ecom_debit,4121 Rideshare,USD,138.18,1.0,138.18,2.15,0.18,135.85
TXN049108,2026-06-03,ecom_credit,5814 Fast Food,USD,318.83,1.0,318.83,6.32,0.45,312.06
TXN049109,2026-06-11,card_present_debit,5812 Restaurants,USD,201.97,1.0,201.97,2.33,0.26,199.38
TXN049110,2026-06-10,card_present_credit,5912 Pharmacy,USD,319.56,1.0,319.56,5.37,0.45,313.74
TXN049111,2026-06-12,cross_border,5999 Retail,EUR,763.6,1.082,826.22,17.86,9.09,799.27
TXN049112,2026-06-04,card_present_credit,5912 Pharmacy,USD,269.89,1.0,269.89,4.55,0.38,264.96
TXN049113,2026-06-02,card_present_debit,5812 Restaurants,USD,137.61,1.0,137.61,1.65,0.18,135.78
